id,text
5df8a22f-4ccf-4d02-b6dd-a197045e8340,The intensity of the radiation decreases with the square of the distance.
132567ad-e5c3-4790-a85f-7ace79ddf5da,A photon has no rest mass but carries momentum proportional to its frequency.
cf3972a2-7b0e-4e9d-bb78-fe6e17e61b5f,The beta decay process involves the transformation of a neutron into a proton.
c8653bd0-e20a-4079-9ccf-ea013c55ea73,Cryogenics is the study of the production and behavior of materials at low temperatures.
97c892b7-f909-42ce-b7a1-1df7450bd630,The viscosity of the oil changed as the temperature of the engine increased.
44e40f61-16a3-470f-a7a7-e0cb2c83aedf,The fission of uranium-235 releases a significant amount of binding energy.
167e6720-61fd-4ad5-b954-84f38f9ad1ec,The trajectory of the electron was curved by the external magnetic field.
ab1e6c53-4c14-4b46-91c7-47f557602219,The resonance frequency of the circuit was tuned using a variable capacitor.
e250706b-3c7b-408c-bac6-3ece84c0e848,The heat of reaction was measured using a constant-pressure calorimeter.
7712a544-bed0-461b-aaf7-d407fdf8dc5d,A transverse wave oscillates perpendicular to the direction of energy transfer.
6521d558-1e09-4b2b-8b22-348e18f6f5ea,The tension in the string was equal to the weight of the hanging mass.
b0788444-7aaf-4c75-9268-2eecb3bdb409,Bernoulli's principle states that an increase in fluid speed leads to lower pressure.
306f25d8-4776-4c83-896f-64636f43e256,The focal length of the convex lens was measured in centimeters.
b7a91515-cdc7-4c1c-a62b-3c96cae80ae7,Dark energy is the force believed to be accelerating the expansion of space.
ed614414-e935-4102-8dff-2641d1b966bd,The gravitational potential energy depends on the height above the ground.
f2bb9657-7848-452f-af66-86f251be6b17,A catalyst lowers the activation energy required for a chemical reaction.
d1686c0a-0b72-4132-9db9-931a4cc97058,The coefficient of friction was calculated for the sliding wooden block.
7df00d9b-1708-4950-8c92-86eef3124646,Inductance is the property of a conductor by which a change in current induces voltage.
f34c840c-b137-42bc-be34-b17c6ab02423,The power output of the turbine was measured in Kilowatts.
804474e1-5247-407a-9a38-5d4808ed029e,The atomic number represents the number of protons in an atom's nucleus.
95b117ef-9af8-4a62-86b8-2dc1ae1279e0,The mean free path is the average distance a particle travels between collisions.
fc7b0625-3571-4591-b64e-d7512c3bf571,An electric dipole consists of two equal and opposite charges separated by distance.
69d49667-0fd1-4ba5-82f7-e0b0e289d182,The work function is the minimum energy needed to remove an electron from a metal.
03a4dabe-b4f2-43f2-b2b3-b399c6e9154c,A biconvex lens can be used to converge parallel rays of light.
2cabe7ff-8d3f-47d1-bb21-f13519d3e19c,The amplitude of the sound wave determines its perceived loudness.
529b419d-b622-469b-8f6a-e963e50e119f,The decay constant determines the rate at which a radioactive substance breaks down.
9a69780c-0de9-45ce-b97f-5c64d20e6d29,Superfluidity allows helium to flow without viscosity at extremely low temperatures.
060cbd28-920b-4806-91b6-3aec10575472,The polarization of light can be achieved using a polarizing filter.
510a6f7b-16eb-466d-92f9-65670775d576,The escape velocity of Earth is approximately eleven kilometers per second.
7f697196-2a66-46be-bf35-ed479c07d177,A longitudinal wave oscillates in the same direction as the wave's travel.
c17bcd90-bfa9-4376-b832-374be727ca13,The pressure of the gas is inversely proportional to its volume at constant temperature.
2fbd4bfc-89e8-438a-9ca1-374647a0cf2e,The Lorentz transformation relates the coordinates of two moving reference frames.
96f2f433-a9e3-458e-b182-bd37a2f29c1b,The binding energy per nucleon is a measure of the stability of a nucleus.
c25cd241-b0a0-446b-814d-c9d46a0872fd,The electromagnetic force is one of the four fundamental interactions of nature.
aea550b3-7d7b-4913-ab49-a589ed98b7b3,The displacement of the particle was measured from its equilibrium position.
fec00e06-6563-40da-bdce-adfbd5b2fa9f,The efficiency of the heat engine is limited by the second law of thermodynamics.
ae7310cc-54c6-4300-837d-9410468da4f3,A solenoid creates a uniform magnetic field inside its coil when current flows.
2ef99b1b-7256-4a0c-a5db-b69f762c5aa7,The thermal conductivity of copper makes it an excellent material for heat sinks.
8ad07f06-4107-4dd1-af91-c4fc6d1e0019,The wave function describes the quantum state of a particle in space.
2fcb4955-abe8-4c3d-afaa-53e30f01201a,The fossil record of early hominids indicates a shift toward bipedal locomotion.
5ae64bfe-f8ad-4585-bde7-1d1aff7844a6,Cultural anthropology explores the diverse rituals and beliefs of human societies.
888c3dc0-342c-44bc-9908-bc69e8f5c0ec,The transition to agriculture marked a major turning point in human social history.
fb1968f5-6025-4095-bd08-7889fa192d31,Linguistic analysis reveals shared roots between geographically distant tribes.
2b8f559c-ddba-4bbb-b389-06a7cb7f9f58,Neolithic settlements show evidence of communal grain storage and planning.
a2c061b3-191c-4c0e-9150-ae25924fc12a,Mitochondrial DNA provides a map of early human migration out of Africa.
726f3ce6-ea24-40a2-98fc-d234776fade5,The excavation of the burial mound revealed decorative beads and copper tools.
22cbeb1f-fd9c-452d-8e3f-a0e7ae05c085,Kinship structures define the roles and inheritance rights in traditional clans.
5aa16df8-5fbd-49b6-a1f4-830eb2e69a20,Dietary habits of ancient populations are reconstructed from dental wear patterns.
707e049b-5cdd-47df-97ba-1b2ad9afa8c9,The development of symbolic art suggests complex cognitive abilities in late Sapiens.
8e4ba01d-20c9-49fc-acbc-16d52bcf7f90,Rites of passage serve to integrate adolescents into adult social responsibilities.
1b898f92-1d01-4460-97a1-d33afbb0a44e,Pottery shards found at the site date to the early third millennium BCE.
27051f5d-cbb7-47cf-8581-2d4fc4d14cb8,Ethnoarchaeology uses observations of modern groups to interpret ancient remains.
7ef8f42e-6882-4d66-b063-675525ce96d1,Environmental adaptation led to the specialized toolkits found in Arctic regions.
2f5ca653-5938-4bc8-90c7-a93e6d21e09e,Shamanic practices often involve altered states of consciousness for the community.
819369b9-766a-4179-8ab8-1c5bce90589e,Matrilineal descent systems trace ancestry primarily through the mother's line.
f79ac3ac-bf85-4a2e-89a3-c3fc516dff97,The domestication of wolves into dogs likely occurred during the Paleolithic era.
ac4067e0-5cc5-4879-9593-585ab4432e59,Oral traditions preserve the historical memory of non-literate social groups.
7b5def8d-682e-46ca-a539-09e9ea47e227,The concept of the 'taboo' varies significantly across global indigenous cultures.
f5fbb7e8-4eef-475a-8a2f-c4e99f2a4e06,Hominid brain size increased significantly during the Pleistocene epoch.
3d9baf3e-afd9-413b-afcf-bdcf52bab0ef,The practice of mummification reflects the ancient Egyptian views on the afterlife.
8bb132cc-b2dc-4b6e-81e6-96e59395e232,Slash-and-burn agriculture is a common practice among forest-dwelling tribes.
9a45067f-0685-46ca-98d6-b78187c8324a,The potlatch ceremony is a competitive gift-giving ritual of Pacific Northwest tribes.
2c9e27de-ad54-486f-8b92-9323d0460b81,Cranial measurements were historically used to categorize human racial groups.
d64523f5-966f-4aad-99a1-6be4287a3f7d,The discovery of Oldowan tools represents the earliest phase of stone technology.
5566a37e-41ff-4b50-8bf4-5ade2b1ec6e4,Social stratification becomes more pronounced with the rise of urban city-states.
e02c5ad5-0f98-4572-8aa2-02e2fd1eeb0e,Polytheistic religions often associate specific gods with natural phenomena.
023f5f23-20c0-4ede-bbb3-f0c7a0d2398b,The study of primate behavior provides insights into early human sociality.
c4ab5320-a191-46ad-aeb8-6d1e5e49aeaa,Endogamy is the practice of marrying only within a specific social or ethnic group.
793ebcee-3fdf-4c6d-8291-57015dfa9f96,The advent of bronze metallurgy allowed for more durable agricultural implements.
4c37049a-cd04-49b7-a061-c750d08e1dea,Cultural diffusion explains how the use of the wheel spread across Eurasia.
f975a339-02f5-4a53-b3ac-b790f2619205,The 'Out of Africa' theory is the dominant model for modern human origins.
6761f2ce-ac32-4c67-b818-74aa62952061,Functionalism in anthropology examines how social institutions meet basic needs.
a2285a80-6ddb-480f-bb56-740a418cf91f,The nomadic lifestyle of the Bedouin is adapted to the harsh desert environment.
6bee6b84-1043-4a41-a0b0-99c88b290e7f,Petroglyphs carved into the rock face record the myths of ancestral groups.
858d0b4b-254b-4e7d-b465-14fe07582a7b,The kula ring is a ceremonial exchange system in the Trobriand Islands.
fe3ecd0b-d6a0-4827-aff8-152f9a5e4ff0,Linguists study phonemes to understand the building blocks of tribal dialects.
0b7b3eb5-6b33-4698-84ac-dfdfbd8bb0fc,The Australopithecus afarensis fossil 'Lucy' is a key link in human evolution.
d48366cb-c761-4697-9982-4ffbad51aa2f,Monogamy and polygamy are different strategies for organizing domestic units.
9375ee23-88a4-470f-94bd-0d4b9b5ba84e,The use of fire for cooking allowed early humans to digest more calories.
5ecce560-4575-406a-95a0-5e60abc9c576,Structuralism focuses on the underlying mental patterns that shape culture.
88a11855-917a-4b05-a328-e8fdec2b138a,The caste system in India is a rigid form of social hierarchy.
98cb2b18-cf56-45d2-9132-9db3340bd8a1,Paleolithic cave paintings often depict large animals and hunting scenes.
a8d4737b-04d8-4ef8-b31e-652e83bf8ae8,The Inuit developed sophisticated clothing from animal skins to survive the cold.
fe251539-bd6c-4b10-882d-42cc522aed21,Cultural identity is often expressed through traditional clothing and music.
86150ca7-17a2-40ff-8f04-367c005827ae,The Great Zimbabwe ruins evidence a complex medieval African trading state.
11fe6c13-c63e-40ba-8dbf-f8389a18a696,Participant observation is the primary fieldwork method for anthropologists.
990ca7bf-06af-41ec-bdba-ce2d969c8190,The concept of 'mana' refers to an impersonal supernatural force in some cultures.
4b0185ea-8358-45ac-b8ed-b9d195f450e8,Symbolic anthropology looks at how people give meaning to their world.
17081b89-0b87-4c64-980a-46192510d573,The transition from foraging to herding is known as the secondary products revolution.
a67ab19e-8f14-461a-b7c2-d1b95be229ba,Megalithic structures like Stonehenge suggest a highly organized labor force.
d77cdd3a-4aa1-4ff0-a191-9837fb772cce,The division of labor in hunter-gatherer groups is often based on age and gender.
9083542e-d345-47e8-a492-40352f4d92e8,Horticulture involves small-scale gardening using simple hand tools.
8237d9f3-85dc-4203-9f0c-a2486ae3c2d6,The ethnographic record contains thousands of descriptions of unique cultures.
8ffd7d09-9c24-4d35-bbe3-a98eeb280a23,Ritual scarification can be a mark of beauty or social status in some groups.
f77a28ba-52c0-4b5c-8c55-6a6e21066175,Ancestral worship is a common feature of many East Asian family structures.
e750df73-0fd3-49b1-b037-db34b18231d8,The Bering Land Bridge theory explains the migration of humans into the Americas.
c90d87ad-374c-4413-a665-6e6ebf2528d1,The yanomami are an indigenous group living in the Amazon rainforest.
c1c1e5e1-1a03-47c6-b3ae-04ddcec8240f,Totemism involves a spiritual connection between a group and a specific animal.
8e2d5d25-fdc7-4a1d-80df-4d3be91377f3,The evolution of the human hand allowed for precision grip and tool making.
21d89fcd-f682-4f7c-9241-b4ed4dbf1ef7,The study of kinship terms reveals how different societies perceive relatives.
c4bf2232-916e-4b1c-9401-1d687b4d1bde,Cultural evolutionism was an early theory that societies progress in stages.
774ca740-e7f2-4b2d-be28-7d93e7090445,The development of writing systems allowed for the recording of laws and history.
bf23a055-c17e-43c3-990e-2465124a532b,Subsistence strategies are the ways in which a group obtains food and water.
3804f155-b691-4578-a89e-f7505a6cc1b5,The Maori people of New Zealand are known for their traditional haka dance.
24347b55-1df2-4baa-8d8b-05e43cd44682,Shell middens are archaeological sites composed primarily of discarded shells.
d8c462d1-6709-4b4f-8d34-d3c915b575c5,The concept of 'face' is central to understanding social interaction in many cultures.
c12e5e3c-2cfc-4529-a870-8b80aaa2348f,Physical anthropology includes the study of human genetics and osteology.
0b98aa32-20c1-4cce-8698-cc4fafec409e,The Aztecs practiced human sacrifice to appease their solar deities.
44dbada3-9eda-49e4-91d8-55edf1bb1212,A dowry is property or money brought by a bride to her husband on their marriage.
81d04a02-57f6-47f1-b644-a2fce08fa125,Cultural relativism challenges the idea that any one culture is superior.
76116f90-d0ab-4834-8f81-8137b18ac629,The Bronze Age was followed by the Iron Age in most parts of the world.
ff104b9f-55ad-4ab7-8939-8089037afda0,The 'leaky' replacement model suggests some interbreeding between hominids.
34ddb78b-d116-4388-abef-d3b921e7a60f,Gifts in traditional societies are often used to create social obligations.
5c837022-2833-4e7f-ae57-e0d5e65bd459,The development of specialized crafts is a hallmark of early civilizations.
a8e8e4ea-6a67-419b-89a2-030601d560c7,Archaeologists use radiocarbon dating to determine the age of organic remains.
c330652d-ab90-4198-9619-afad510d461d,The concept of 'race' is now understood as a social construct by most researchers.
f7e1856e-bc04-43f8-8629-21b02e9f3324,Ancient irrigation systems allowed for the growth of large populations in Mesopotamia.
7534b2df-4471-4a34-9392-78402c3dd029,The San people of southern Africa are known for their unique click languages.
214e0ce0-2bd2-496c-8339-1e11f72ed9de,Hominids began using stone tools approximately two point six million years ago.
19b40d23-47c8-4d0a-86cc-8f542f740e18,The social hierarchy of the Inca was topped by the Sapa Inca
9296c88a-a2dc-4eff-894f-7553c5f31aa3,Tattooing has been used for thousands of years as a form of cultural expression.
6e05f728-372c-42d0-8ffe-88d6d0d6beba,The invention of the plow significantly increased agricultural productivity.
952f337c-1033-4d77-a374-2336d684fe55,Myths provide a framework for understanding the origins of the world and humanity.
76c4a908-ff12-4b73-8165-5f74a5bd089d,The practice of pastoralism involves the herding of domesticated animals.
7475b90b-ba10-4560-ba77-f91545a98f24,The Neanderthals are our closest extinct human relatives.
546b7f0f-f2fa-4f04-8af9-a5460a6384d0,Linguistic diversity is highest in regions with fragmented geography.
d70d4726-e038-4b17-9c8b-ba9103201d5c,The development of complex societies often leads to the creation of bureaucracy.
432699cd-1bbd-41b7-8b82-a9eb905ab66d,Burial goods can reveal information about the status of the deceased.
8ef607a9-46b0-465e-bc79-08f9ba49081b,The study of human remains can show the prevalence of ancient diseases.
2b9ebaa6-57fc-4a67-a860-b2eeee71f11b,A clan is a group of families who claim descent from a common ancestor.
fc04895b-53d1-4aef-a113-61cbb838ad61,Cultural practices are learned behaviors passed down through generations.
9efdc23e-7fe9-4871-bb66-f762fa3fe862,The evolution of language may be linked to the development of social cooperation.
76e9c628-3aae-4271-915b-7f38194f1975,Ancient trade routes like the Silk Road facilitated cultural exchange.
85c29c11-61de-4046-89ff-a8885a742177,The domestication of plants and animals occurred independently in several regions.
b3151883-7393-4837-87c7-590b5c4b17af,Social norms are the unwritten rules that govern behavior in a society.
9354cc25-fe30-462c-b06f-cf8a10f03dd2,The study of ancient DNA has revolutionized our understanding of prehistory.
a7192c8c-9d8d-4176-be06-02b41eb9ebec,Humanity's ability to adapt to diverse environments is a key to our success.
6ab34bc1-7c14-43e6-ba82-9b9dcd3053d5,The evolution of the human pelvis was shaped by the demands of bipedalism.
56d7cda6-177b-4e6b-b246-580fd33ab42b,Culture is a complex whole that includes knowledge
15d909a3-fa69-4848-8547-76ea6e4af7f3,The legislative branch is responsible for the creation of national policies.
247409cd-fec1-4002-be93-a2ee92c6437f,Electoral systems vary from first-past-the-post to proportional representation.
df91dfbe-8dc6-4cfc-97f5-8e23fb042339,Diplomacy is the art of conducting negotiations between representatives of states.
86392ce6-ab8a-4a26-bc66-793ffc983fd5,A coalition government is formed when multiple parties share executive power.
1428c575-ee77-4d0d-be34-e34ce4d42248,The prime minister can be removed from office through a vote of no confidence.
fddc2ee0-6a00-4879-b03b-466712b8f8a7,Constitutional law defines the relationship between the state and its citizens.
d0450e68-1a11-4f78-be03-29d5d7fd3ac0,Geopolitical strategy involves the use of power to influence international events.
5b73cbfa-d7dd-41e7-9910-fee53a48f964,Lobbying groups seek to influence the decisions made by government officials.
f60cad09-9250-438d-a2ab-80f4fea2aa9f,The separation of powers is intended to prevent the abuse of authority.
29bab64c-8296-4690-8d8d-a7141e93f490,Public policy is the system of laws and regulatory measures in a community.
f0b89d13-6613-4829-82af-2ca2f8f4ad53,Sanctions are a tool used in foreign policy to exert economic pressure.
64534275-e779-47b8-af9e-cb95330519fb,The judiciary serves as an independent check on the legislative branch.
05ec368a-9d09-4567-aead-736d83cd25b8,Grassroots movements mobilize citizens to advocate for social or political change.
c7e16682-2059-46fa-be80-94339942c393,National sovereignty is the principle that a state has authority over its territory.
6f9f4f5f-c305-444b-a273-21d658245978,Bureaucracy is the administrative system that manages the affairs of the state.
55f059a0-a04a-40a2-8513-968407754208,The cabinet is a body of high-ranking officials who advise the head of state.
97f3d897-b893-4bdc-a09b-dfc5fea6cfab,Political ideologies like liberalism and conservatism shape voter behavior.
da039df1-723a-4d18-a9ff-896538ba2ae0,Democracy is a system of government where power is vested in the people.
ba91c3b5-64d7-481b-bc14-353c151104a1,Federalism involves the division of power between national and local governments.
1acd7442-6803-4edd-a935-13b442c61ce2,An authoritarian regime restricts political pluralism and individual freedoms.
691a885b-6138-48a4-971f-31e00e23ae7f,The opposition party provides a critique of the current government's actions.
52bc6c59-df56-4fea-9cd4-f4640c7088f9,Civic engagement is the participation of citizens in the political process.
b53a970a-d855-4426-9e13-e40268cae3ca,The rule of law ensures that all individuals are subject to the same legal standards.
d38c2932-27e2-4dcd-a8e4-fd4cf351f396,A referendum allows the electorate to vote directly on a specific issue.
94047f05-f870-42ad-99ef-4fa0c1d58dc4,Political polarization occurs when public opinion divides into extremes.
43d0add7-2558-4125-a2bb-c0ce000850aa,Bilateral treaties are agreements between two sovereign nations.
9edce331-7665-46f4-8673-d2401045a56b,The executive branch is responsible for the implementation of laws.
dc2a3508-e0f3-44ac-b7e1-4a404d332efe,Human rights are the basic freedoms and protections for all individuals.
3e3d0c35-4394-4c8f-a60f-aa1cec4eefef,Gerrymandering is the practice of manipulating electoral district boundaries.
9c8e61e5-35c6-4f14-98f4-1001b1328cd9,The supreme court is the highest judicial authority in many nations.
484c0663-d376-4ac1-8d30-d21238e1f390,Political socialization is the process by which individuals develop their beliefs.
24da8aaf-4b23-484e-b860-9ab4e9e90a90,A totalitarian state exercises complete control over all aspects of public life.
4d34c13b-4c13-402c-b4f9-871bf12e7620,Interest groups advocate for specific causes or the interests of their members.
d89e06c9-b613-4ab8-8159-ddd8c3ac7057,The platform of a political party outlines its goals and policy positions.
8bc9942f-cf21-45f4-9d22-85944c4b152a,Fiscal policy involves the use of government spending and taxation.
c88760ad-a475-4821-9121-16ae81bd3467,A populist leader claims to represent the interests of the ordinary people.
93dce407-562d-4eff-84dd-da2a8408c99f,Diplomatic relations were severed following the violation of the peace treaty.
975645fd-0285-4f6a-8f78-b9665241a04b,The constitution is the supreme law that outlines the framework of government.
108c61af-bb98-4a31-9378-2d637d87b722,International law governs the conduct of nations in their interactions.
9c0d2f9f-c61e-4b10-a635-74a580048951,The electoral college is the system used to elect the president in the US.
ab856588-a02e-4103-8f2f-399879e7af19,Voter turnout is a measure of the percentage of eligible citizens who vote.
fdf22953-4f13-4f8e-bf55-af63ddaf5910,A mandate is the authority granted to a government by the electorate.
905da5ec-5fd2-4bd9-9e57-11e4bbca4030,Political corruption involves the misuse of public office for private gain.
38baae78-ace3-43f7-bbbc-5494862913c1,The civil service is the body of government employees who manage administration.
e8ecb381-0c21-4160-9f84-8b4d408ae101,A bipartisan agreement involves cooperation between two opposing parties.
3b689fb4-46f2-4747-8b35-c8561b6cdd5e,Nationalism is an ideology that emphasizes loyalty to one's own nation.
f56a7c2b-c7b5-44c5-9212-203899a55506,The welfare state provides a social safety net for its citizens.
98edfd57-d02b-4bc1-af8f-e9aa2957ba85,Decentralization involves the transfer of authority to lower levels of government.
cd991c47-964d-417c-a559-6ac60a535821,A coup d'etat is the sudden and illegal seizure of power from a government.
835500a2-f1dd-4963-b735-e35dbc0e78c7,The balance of power is a state of stability between competing nations.
dc7c1dc2-42a1-4b2a-8306-064ce382516c,A manifesto is a public declaration of the aims of a political group.
d525af2c-4a7b-4608-b46e-1d4074891beb,The primary election determines the candidates for the general election.
c988cc8b-1d14-45d9-8939-e2096622f793,Political science is the study of government
5d86a028-c58b-4e71-b573-54ac5b2bbfc0,Monarchy is a form of government with a monarch at the head.
59354620-2677-4fe1-b7ac-1907c4d90874,The public sector is the part of the economy controlled by the government.
4a76e9a9-88c0-43d4-9df0-1f9f09b14926,A trade war involves the imposition of tariffs and trade barriers.
6290e454-8dde-4c48-9d7b-49d6e74861af,The foreign ministry manages a nation's interactions with other countries.
4896a509-b032-40b0-abd4-93b62eecdce3,A deadlock occurs when a legislative body is unable to pass a bill.
ad3e6ba5-30f9-4ad1-8485-7e9aa4abf802,The bill of rights protects the fundamental freedoms of citizens.
79d526ad-f200-4035-bcb1-0a9008221449,A secular state is officially neutral in matters of religion.
69346556-e5de-4a9a-90c3-eb9273136a89,The parliament is the supreme legislative body in many countries.
bbe6b6d2-d863-4892-b834-f498cd760897,A proxy war is a conflict instigated by a major power that does not participate.
f78ee77e-ccef-4f21-97fb-aea1fe7b2b47,The shadow cabinet is a group of opposition leaders who mirror the actual cabinet.
d3e694cd-dc0d-40e0-a7a6-68b6223d019d,A caucus is a meeting of supporters or members of a political party.
74ba860a-d031-428b-b335-f90f3ab5c35f,The state of the union address is an annual speech by the president.
dd308182-7dd0-4a6b-a262-cb3b46a138b7,A landslide victory occurs when a candidate wins by a large margin.
339f9bf0-6d0e-4f65-acfc-d25e40c6cee4,The political climate describes the current mood and opinions of the public.
bc1bcbee-fe25-4218-adf3-3db58479301d,A policy advisor provides expert guidance to government officials.
2002756a-e401-4f0d-a6ec-bc7e4242b3c1,The impeachment process is used to remove an official from office.
df45f488-299c-4773-ae5e-bc7cf8584303,A special interest group seeks to influence legislation for its benefit.
727167f1-7f33-4114-a35a-27932ec869eb,The diplomatic corps is the body of diplomats representing a nation abroad.
0fb0f67b-c78b-4f7c-8a14-33694230f7d6,A coalition of the willing is a group of nations that join for a common goal.
04bd00d3-4126-4c3a-bf2b-642a0de65818,The public interest is the welfare or well-being of the general public.
68a3ca60-f8e4-4b2c-9fdd-3f73a66cd45a,A legislative mandate is an order or requirement from a lawmaking body.
